"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"579",5.50127750876411e-115,0.632834851313111,0.172,0.086,4.12265736506783e-111,"Smooth Muscle Cells","DACH1"
"580",1.39225500971192e-114,0.773576988125895,0.185,0.1,1.04335590427811e-110,"Smooth Muscle Cells","SLC12A2"
"581",1.04534196517765e-111,0.714504269055984,0.21,0.121,7.83379268704128e-108,"Smooth Muscle Cells","RP11-444D3.1"
"582",6.6604010050204e-109,0.627184463206668,0.138,0.064,4.99130451316229e-105,"Smooth Muscle Cells","P2RY14"
"583",1.39485735238049e-104,0.664021180827902,0.203,0.116,1.04530609987394e-100,"Smooth Muscle Cells","COL5A3"
"584",4.01711461770806e-96,0.684100915286084,0.174,0.097,3.01042569451042e-92,"Smooth Muscle Cells","PAG1"
"585",2.86383677973561e-93,0.62956663445855,0.26,0.175,2.14615928273387e-89,"Smooth Muscle Cells","ARHGAP6"
"586",3.09277819642898e-92,0.716867043782893,0.198,0.119,2.31772798040388e-88,"Smooth Muscle Cells","UBA2"
"587",6.17844375577047e-85,0.655300509360148,0.226,0.148,4.63012575057439e-81,"Smooth Muscle Cells","PACSIN2"
"588",2.87601239744152e-75,0.578198842902194,0.119,0.06,2.15528369064268e-71,"Smooth Muscle Cells","CASC15"
"589",5.54984652278022e-75,0.648068670629337,0.144,0.08,4.1590549841715e-71,"Smooth Muscle Cells","KLHL23"
"590",1.38986106484802e-72,0.586748941746893,0.227,0.154,1.0415618819971e-68,"Smooth Muscle Cells","UNC5C"
"591",4.52284823634603e-71,0.569643749649964,0.13,0.07,3.38942246831772e-67,"Smooth Muscle Cells","TLE1"
"592",5.11976838646215e-69,0.642903344300602,0.277,0.213,3.83675442881474e-65,"Smooth Muscle Cells","RAPH1"
"593",4.30955088359334e-68,0.563562622440152,0.121,0.064,3.22957743216485e-64,"Smooth Muscle Cells","ADCY3"
"594",1.53226813740562e-61,0.604955381363243,0.333,0.289,1.14828174217177e-57,"Smooth Muscle Cells","NBEAL1"
"595",2.32390685915464e-56,0.680588515797568,0.223,0.166,1.74153580025049e-52,"Smooth Muscle Cells","STK39"
"596",2.18600916951154e-55,0.579526459281384,0.135,0.081,1.63819527163195e-51,"Smooth Muscle Cells","NEURL1B"
"597",5.09773010836901e-53,0.556144442913236,0.338,0.306,3.82023894321173e-49,"Smooth Muscle Cells","PLCB4"
"598",1.03126820022695e-50,0.636317188370709,0.189,0.133,7.72832389250078e-47,"Smooth Muscle Cells","ARHGEF7"
"599",9.53547363458746e-34,0.564231909068436,0.206,0.164,7.14588394175984e-30,"Smooth Muscle Cells","PDE1A"
"600",7.65043190206607e-23,0.567194674136858,0.133,0.101,5.73323366740831e-19,"Smooth Muscle Cells","LIN7A"
"601",0,2.22645786400505,0.736,0.118,0,"Endothelial Cells","LDB2"
"602",0,2.2175538607517,0.723,0.105,0,"Endothelial Cells","ST6GALNAC3"
"603",0,2.12948002121718,0.628,0.086,0,"Endothelial Cells","VWF"
"604",0,2.09637516891423,0.581,0.06,0,"Endothelial Cells","ANO2"
"605",0,1.97488286668432,0.591,0.065,0,"Endothelial Cells","EMCN"
"606",0,1.83272946722128,0.524,0.059,0,"Endothelial Cells","PTPRB"
"607",0,1.77830413609506,0.627,0.14,0,"Endothelial Cells","ENG"
"608",0,1.74213734608531,0.438,0.054,0,"Endothelial Cells","F8"
"609",0,1.63069036753655,0.422,0.051,0,"Endothelial Cells","ADGRF5"
"610",0,1.59824382218455,0.357,0.044,0,"Endothelial Cells","ID1"
"611",0,1.58721650903579,0.375,0.036,0,"Endothelial Cells","ABCB1"
"612",0,1.55467793663846,0.407,0.055,0,"Endothelial Cells","PECAM1"
"613",0,1.51022155172975,0.348,0.031,0,"Endothelial Cells","CYYR1"
"614",0,1.50731417061415,0.46,0.086,0,"Endothelial Cells","FLT1"
"615",0,1.47660492366162,0.16,0.02,0,"Endothelial Cells","PKHD1L1"
"616",0,1.44922979567985,0.638,0.361,0,"Endothelial Cells","SYNE1"
"617",0,1.37789398186697,0.306,0.035,0,"Endothelial Cells","EGFL7"
"618",0,1.37169582523885,0.633,0.239,0,"Endothelial Cells","PITPNC1"
"619",0,1.36648726108732,0.353,0.07,0,"Endothelial Cells","GALNT18"
"620",0,1.35797710091522,0.276,0.032,0,"Endothelial Cells","BTNL9"
"621",0,1.3377548705627,0.31,0.042,0,"Endothelial Cells","RASGRF2"
"622",0,1.30363025471963,0.27,0.024,0,"Endothelial Cells","TPO"
"623",0,1.29557708277497,0.295,0.051,0,"Endothelial Cells","CCDC85A"
"624",0,1.29227785356539,0.331,0.063,0,"Endothelial Cells","PLEKHG1"
"625",0,1.2921388340815,0.58,0.199,0,"Endothelial Cells","ELMO1"
"626",0,1.29017947785142,0.286,0.043,0,"Endothelial Cells","CMTM8"
"627",0,1.28636162155206,0.633,0.244,0,"Endothelial Cells","MECOM"
"628",0,1.2490961952614,0.419,0.124,0,"Endothelial Cells","EPAS1"
"629",0,1.212447698038,0.518,0.181,0,"Endothelial Cells","B2M"
"630",0,1.20350599192084,0.47,0.208,0,"Endothelial Cells","SYNE2"
"631",0,1.19770345658731,0.295,0.072,0,"Endothelial Cells","SEC14L1"
"632",0,1.19239188012594,0.214,0.025,0,"Endothelial Cells","NOSTRIN"
"633",0,1.18005133386202,0.582,0.286,0,"Endothelial Cells","TMTC1"
"634",0,1.16849905540601,0.418,0.13,0,"Endothelial Cells","DOCK9"
"635",0,1.16439022009143,0.305,0.061,0,"Endothelial Cells","PRKCH"
"636",0,1.15056370745015,0.219,0.026,0,"Endothelial Cells","CPAMD8"
"637",0,1.13882347860604,0.207,0.024,0,"Endothelial Cells","FABP5"
"638",0,1.12736139129567,0.205,0.018,0,"Endothelial Cells","ADGRL4"
"639",0,1.12240069923591,0.312,0.071,0,"Endothelial Cells","FLI1"
"640",0,1.11618639589965,0.624,0.29,0,"Endothelial Cells","TACC1"
"641",0,1.11455360292207,0.375,0.124,0,"Endothelial Cells","CADPS2"
"642",0,1.11365177542564,0.205,0.021,0,"Endothelial Cells","LNX1"
"643",0,1.10321889194111,0.479,0.245,0,"Endothelial Cells","RIN2"
"644",0,1.07269414467734,0.239,0.049,0,"Endothelial Cells","HLA-B"
"645",0,1.06953843372305,0.192,0.02,0,"Endothelial Cells","ST8SIA6"
"646",0,1.0667399763717,0.193,0.018,0,"Endothelial Cells","RAMP3"
"647",0,1.06515397749241,0.238,0.058,0,"Endothelial Cells","HMCN1"
"648",0,1.0539296117831,0.283,0.071,0,"Endothelial Cells","NEDD9"
"649",0,1.04654975240537,0.224,0.037,0,"Endothelial Cells","ITPKB"
"650",0,1.04164909545524,0.246,0.112,0,"Endothelial Cells","GMDS"
"651",0,1.03489916537984,0.201,0.029,0,"Endothelial Cells","ERG"
"652",0,1.03187074382776,0.476,0.205,0,"Endothelial Cells","PLCB1"
"653",0,1.02292238974114,0.18,0.017,0,"Endothelial Cells","ANXA3"
"654",0,1.02288667457785,0.306,0.102,0,"Endothelial Cells","ZBTB46"
"655",0,1.01887173411068,0.17,0.021,0,"Endothelial Cells","SLCO2A1"
"656",0,1.00961926760667,0.253,0.07,0,"Endothelial Cells","PLXNA2"
"657",0,1.00855626259918,0.235,0.06,0,"Endothelial Cells","MGLL"
"658",0,1.0074953827994,0.172,0.019,0,"Endothelial Cells","TEK"
"659",0,0.992146042363953,0.343,0.142,0,"Endothelial Cells","RAPGEF1"
"660",0,0.990181373178952,0.182,0.04,0,"Endothelial Cells","SMAD6"
"661",0,0.988110561502564,0.21,0.042,0,"Endothelial Cells","ID3"
"662",0,0.972374021473228,0.155,0.013,0,"Endothelial Cells","NOTCH4"
"663",0,0.968135837887543,0.248,0.062,0,"Endothelial Cells","ITGA1"
"664",0,0.966767708008673,0.197,0.034,0,"Endothelial Cells","SH2D3C"
"665",0,0.948283709362243,0.211,0.045,0,"Endothelial Cells","CD9"
"666",0,0.93364506837545,0.55,0.367,0,"Endothelial Cells","KIAA1217"
"667",0,0.930576781776982,0.32,0.149,0,"Endothelial Cells","A2M"
"668",0,0.92978935821983,0.178,0.03,0,"Endothelial Cells","SULF2"
"669",0,0.921713973030613,0.159,0.027,0,"Endothelial Cells","PODXL"
"670",0,0.921029358319434,0.319,0.126,0,"Endothelial Cells","ARHGAP29"
"671",0,0.920416440888163,0.218,0.064,0,"Endothelial Cells","EPHA4"
"672",0,0.913136375756603,0.204,0.053,0,"Endothelial Cells","KIAA1671"
"673",0,0.911592349343802,0.202,0.061,0,"Endothelial Cells","EML1"
"674",0,0.90657476391251,0.236,0.089,0,"Endothelial Cells","LIMS2"
"675",0,0.903114661715774,0.221,0.074,0,"Endothelial Cells","DACH1"
"676",0,0.891157980499399,0.133,0.018,0,"Endothelial Cells","TM4SF1"
"677",0,0.889789076492095,0.14,0.015,0,"Endothelial Cells","RGCC"
"678",0,0.863703932375408,0.132,0.018,0,"Endothelial Cells","SHANK3"
"679",0,0.856479235479769,0.349,0.203,0,"Endothelial Cells","HSPG2"
"680",0,0.851623338635059,0.128,0.012,0,"Endothelial Cells","TIE1"
"681",0,0.849997357205458,0.147,0.039,0,"Endothelial Cells","SNTG2"
"682",0,0.8452878476465,0.148,0.024,0,"Endothelial Cells","MCF2L"
"683",0,0.839551450889851,0.133,0.016,0,"Endothelial Cells","AQP1"
"684",0,0.834825188834142,0.363,0.217,0,"Endothelial Cells","ARHGAP31"
"685",0,0.828963960579784,0.346,0.212,0,"Endothelial Cells","FRYL"
"686",0,0.827615143568563,0.149,0.039,0,"Endothelial Cells","FAM155A"
"687",0,0.82330947354959,0.432,0.292,0,"Endothelial Cells","BMPR2"
"688",0,0.818972246818844,0.136,0.018,0,"Endothelial Cells","RUNDC3B"
"689",0,0.814458810878208,0.123,0.01,0,"Endothelial Cells","ZNF366"
"690",0,0.813407808142742,0.153,0.032,0,"Endothelial Cells","HLA-E"
"691",0,0.811492295713983,0.15,0.044,0,"Endothelial Cells","RNF144B"
"692",0,0.808608558020412,0.121,0.017,0,"Endothelial Cells","IFI27"
"693",0,0.805358792544454,0.295,0.134,0,"Endothelial Cells","CALCRL"
"694",0,0.804785598620545,0.144,0.032,0,"Endothelial Cells","SHROOM4"
"695",0,0.803362172950419,0.202,0.071,0,"Endothelial Cells","MCTP1"
"696",0,0.803137656056725,0.138,0.026,0,"Endothelial Cells","WARS"
"697",0,0.796329706203561,0.137,0.027,0,"Endothelial Cells","ITGA6"
"698",0,0.795699739821838,0.124,0.017,0,"Endothelial Cells","SLC9A3R2"
"699",2.23641823884557e-283,0.834440162601466,0.179,0.076,1.67597182819087e-279,"Endothelial Cells","MYRIP"
"700",3.63028983039298e-156,1.24469921453733,0.223,0.14,2.7205391988965e-152,"Endothelial Cells","RP11-767I20.1"
"701",0,2.51890449737558,0.898,0.11,0,"Fibroblasts","ACSM3"
"702",0,2.48242493547461,0.892,0.082,0,"Fibroblasts","ABCA6"
"703",0,2.4684430423274,0.935,0.127,0,"Fibroblasts","NEGR1"
"704",0,2.32338709401865,0.923,0.154,0,"Fibroblasts","DCN"
"705",0,2.2783870704076,0.891,0.115,0,"Fibroblasts","CDH19"
"706",0,2.18728948691915,0.857,0.13,0,"Fibroblasts","ABCA8"
"707",0,2.048970432505,0.843,0.121,0,"Fibroblasts","PID1"
"708",0,1.93637347231127,0.734,0.074,0,"Fibroblasts","ABCA9"
"709",0,1.75101021270021,0.607,0.046,0,"Fibroblasts","BICC1"
"710",0,1.72770784594725,0.703,0.083,0,"Fibroblasts","MGST1"
"711",0,1.69945159920506,0.637,0.069,0,"Fibroblasts","C7"
"712",0,1.66458983195687,0.606,0.062,0,"Fibroblasts","CFD"
"713",0,1.6612787839281,0.871,0.276,0,"Fibroblasts","RORA"
"714",0,1.65265868968299,0.609,0.063,0,"Fibroblasts","ELN"
"715",0,1.62983057313692,0.607,0.068,0,"Fibroblasts","DCLK1"
"716",0,1.59583520619503,0.562,0.061,0,"Fibroblasts","APOD"
"717",0,1.55536868369723,0.625,0.091,0,"Fibroblasts","SCN7A"
"718",0,1.5165474241445,0.548,0.072,0,"Fibroblasts","LINC01088"
"719",0,1.50125142272204,0.487,0.044,0,"Fibroblasts","ABCA10"
"720",0,1.48032646415102,0.516,0.049,0,"Fibroblasts","FBN1"
"721",0,1.4530719256076,0.42,0.032,0,"Fibroblasts","ABCA9-AS1"
"722",0,1.44772701827257,0.531,0.062,0,"Fibroblasts","ADH1B"
"723",0,1.44137381764966,0.435,0.031,0,"Fibroblasts","MEG3"
"724",0,1.43316742260974,0.696,0.16,0,"Fibroblasts","LAMC1"
"725",0,1.42351516516292,0.44,0.032,0,"Fibroblasts","COL6A3"
"726",0,1.42260303968745,0.714,0.149,0,"Fibroblasts","ADGRB3"
"727",0,1.41835355057019,0.768,0.213,0,"Fibroblasts","GSN"
"728",0,1.41706085643937,0.479,0.047,0,"Fibroblasts","COL4A4"
"729",0,1.36418710637653,0.419,0.032,0,"Fibroblasts","VIT"
"730",0,1.3485810187945,0.428,0.045,0,"Fibroblasts","SLIT2"
"731",0,1.34593106074111,0.512,0.069,0,"Fibroblasts","GLIS3"
"732",0,1.33043032178046,0.531,0.09,0,"Fibroblasts","FOXP2"
"733",0,1.3296654797685,0.654,0.182,0,"Fibroblasts","TGFBR3"
"734",0,1.32711915380827,0.415,0.037,0,"Fibroblasts","LPAR1"
"735",0,1.3106897195843,0.51,0.089,0,"Fibroblasts","SPOCK1"
"736",0,1.30318299306707,0.477,0.065,0,"Fibroblasts","NCAM2"
"737",0,1.29519729035924,0.418,0.039,0,"Fibroblasts","COL8A1"
"738",0,1.28907667554526,0.519,0.084,0,"Fibroblasts","EGFR"
"739",0,1.25295113818417,0.451,0.082,0,"Fibroblasts","ABI3BP"
"740",0,1.23673934247598,0.268,0.112,0,"Fibroblasts","ATP1B3"
"741",0,1.22437904323181,0.474,0.071,0,"Fibroblasts","BNC2"
"742",0,1.22377681114663,0.397,0.069,0,"Fibroblasts","CRISPLD2"
"743",0,1.20815569690554,0.294,0.014,0,"Fibroblasts","NOX4"
"744",0,1.20471115797092,0.369,0.045,0,"Fibroblasts","MGP"
"745",0,1.19220099609984,0.638,0.212,0,"Fibroblasts","NID1"
"746",0,1.18651126056854,0.381,0.063,0,"Fibroblasts","KAZN"
"747",0,1.16041336986961,0.331,0.036,0,"Fibroblasts","MUSK"
"748",0,1.15509222924173,0.384,0.052,0,"Fibroblasts","COL5A2"
"749",0,1.14686394581108,0.381,0.055,0,"Fibroblasts","COL4A3"
"750",0,1.14408849120243,0.414,0.059,0,"Fibroblasts","NNMT"
"751",0,1.12535174214246,0.812,0.251,0,"Fibroblasts","EBF1"
"752",0,1.11009417773123,0.994,0.727,0,"Fibroblasts","LAMA2"
"753",0,1.10951651833322,0.457,0.1,0,"Fibroblasts","LAMB1"
"754",0,1.09220062283497,0.467,0.093,0,"Fibroblasts","MAMDC2"
"755",0,1.07977530692386,0.216,0.041,0,"Fibroblasts","PGAP1"
"756",0,1.07693690457874,0.888,0.509,0,"Fibroblasts","FBXL7"
"757",0,1.04748392945756,0.3,0.035,0,"Fibroblasts","COL15A1"
"758",0,1.04444907558532,0.207,0.02,0,"Fibroblasts","PLA2G2A"
"759",0,1.04333886190947,0.299,0.035,0,"Fibroblasts","VCAN"
"760",0,1.03991168987645,0.452,0.09,0,"Fibroblasts","TSHZ2"
"761",0,1.03906450434929,0.341,0.063,0,"Fibroblasts","PDGFD"
"762",0,1.03037212245571,0.43,0.093,0,"Fibroblasts","LRRC16A"
"763",0,1.01421869307635,0.278,0.036,0,"Fibroblasts","CATSPERB"
"764",0,1.01279451684206,0.591,0.214,0,"Fibroblasts","COL4A2"
"765",0,1.00786129750024,0.235,0.017,0,"Fibroblasts","MFAP5"
"766",0,1.00582506786406,0.258,0.021,0,"Fibroblasts","ADAMTS5"
"767",0,1.00560212332461,0.476,0.134,0,"Fibroblasts","GAS7"
"768",0,1.00281168537955,0.304,0.039,0,"Fibroblasts","FMO2"
"769",0,0.99958478272911,0.251,0.018,0,"Fibroblasts","ACSM1"
"770",0,0.994881308533433,0.262,0.024,0,"Fibroblasts","SRPX2"
"771",0,0.992581891851568,0.55,0.133,0,"Fibroblasts","TFPI"
"772",0,0.992364253325667,0.484,0.14,0,"Fibroblasts","COL4A1"
"773",0,0.992099595326501,0.252,0.026,0,"Fibroblasts","CFH"
"774",0,0.977873511504144,0.34,0.063,0,"Fibroblasts","ROBO1"
"775",0,0.975537027666425,0.276,0.031,0,"Fibroblasts","SVEP1"
"776",0,0.965523481937908,0.956,0.612,0,"Fibroblasts","RBMS3"
"777",0,0.960490455055687,0.27,0.029,0,"Fibroblasts","TC2N"
"778",0,0.957796929982238,0.653,0.2,0,"Fibroblasts","AKT3"
"779",0,0.949298099674236,0.465,0.108,0,"Fibroblasts","EBF2"
"780",0,0.943567580567567,0.386,0.107,0,"Fibroblasts","DDR2"
"781",0,0.942896972014115,0.228,0.023,0,"Fibroblasts","SERPINF1"
"782",0,0.942398186395296,0.377,0.096,0,"Fibroblasts","SPATA6"
"783",0,0.935064083609788,0.809,0.309,0,"Fibroblasts","SPARCL1"
"784",0,0.934060700915104,0.392,0.111,0,"Fibroblasts","SESTD1"
"785",0,0.933038220641027,0.398,0.108,0,"Fibroblasts","SNED1"
"786",0,0.928471199288286,0.314,0.061,0,"Fibroblasts","AXL"
"787",0,0.926465598383682,0.76,0.273,0,"Fibroblasts","MAML2"
"788",0,0.925301486206273,0.622,0.245,0,"Fibroblasts","FOXO1"
"789",0,0.922314250186237,0.293,0.062,0,"Fibroblasts","PCOLCE2"
"790",0,0.921222780499478,0.387,0.082,0,"Fibroblasts","UNC5C"
"791",0,0.919466128985419,0.234,0.021,0,"Fibroblasts","SCARA5"
"792",0,0.908745922455493,0.214,0.015,0,"Fibroblasts","MEG8"
"793",0,0.905367117058602,0.215,0.019,0,"Fibroblasts","FBLN5"
"794",0,0.898881910483629,0.228,0.025,0,"Fibroblasts","KCNT2"
"795",0,0.897825673278786,0.251,0.035,0,"Fibroblasts","SERPING1"
"796",0,0.891065508163106,0.661,0.236,0,"Fibroblasts","PLXDC2"
"797",0,0.887726693166854,0.331,0.08,0,"Fibroblasts","PTPRS"
"798",0,0.878726048094728,0.227,0.022,0,"Fibroblasts","NOVA1"
"799",0,0.877821833927282,0.336,0.086,0,"Fibroblasts","BNIP3L"
"800",0,0.87643410303825,0.469,0.159,0,"Fibroblasts","UGGT2"
"801",0,3.06095085457142,0.976,0.181,0,"Cardiomyocytes","RYR2"
"802",0,2.83411157417919,0.953,0.119,0,"Cardiomyocytes","FGF12"
"803",0,2.72060962975816,0.982,0.264,0,"Cardiomyocytes","TTN"
"804",0,2.63405558746904,0.935,0.112,0,"Cardiomyocytes","FHL2"
"805",0,2.59090473547177,0.898,0.076,0,"Cardiomyocytes","MLIP"
"806",0,2.5715508687074,0.902,0.102,0,"Cardiomyocytes","SGCD"
"807",0,2.51207601043146,0.92,0.122,0,"Cardiomyocytes","CTNNA3"
"808",0,2.48921704495433,0.95,0.216,0,"Cardiomyocytes","SLC8A1"
"809",0,2.46267222689473,0.946,0.168,0,"Cardiomyocytes","SORBS2"
"810",0,2.44203167949726,0.892,0.103,0,"Cardiomyocytes","MYBPC3"
"811",0,2.37746444767207,0.835,0.063,0,"Cardiomyocytes","RP11-532N4.2"
"812",0,2.31710782349829,0.849,0.068,0,"Cardiomyocytes","RBM20"
"813",0,2.30317602133366,0.854,0.09,0,"Cardiomyocytes","MYOM1"
"814",0,2.1669088084866,0.95,0.319,0,"Cardiomyocytes","DMD"
"815",0,2.14590930396179,0.793,0.06,0,"Cardiomyocytes","CDH2"
"816",0,2.12578582253068,0.873,0.152,0,"Cardiomyocytes","PALLD"
"817",0,2.11972741815656,0.881,0.142,0,"Cardiomyocytes","NEXN"
"818",0,2.10309612490115,0.858,0.146,0,"Cardiomyocytes","CACNB2"
"819",0,2.07930308242288,0.907,0.134,0,"Cardiomyocytes","TNNT2"
"820",0,2.05333424771843,0.776,0.061,0,"Cardiomyocytes","TECRL"
"821",0,2.02719728279832,0.729,0.06,0,"Cardiomyocytes","ESRRG"
"822",0,2.0191899715645,0.863,0.14,0,"Cardiomyocytes","LDB3"
"823",0,2.01096969772765,0.828,0.094,0,"Cardiomyocytes","CMYA5"
"824",0,2.00132730343332,0.862,0.179,0,"Cardiomyocytes","PPP1R12B"
"825",0,1.99858694232903,0.759,0.07,0,"Cardiomyocytes","AKAP6"
"826",0,1.95379377515653,0.783,0.092,0,"Cardiomyocytes","THSD4"
"827",0,1.92472751572085,0.7,0.05,0,"Cardiomyocytes","TMEM178B"
"828",0,1.92318012813869,0.849,0.122,0,"Cardiomyocytes","NEBL"
"829",0,1.92021309819831,0.901,0.197,0,"Cardiomyocytes","PDLIM5"
"830",0,1.89191981938126,0.667,0.052,0,"Cardiomyocytes","ERBB4"
"831",0,1.86021649440515,0.724,0.064,0,"Cardiomyocytes","TRDN"
"832",0,1.82481290788914,0.659,0.042,0,"Cardiomyocytes","CHRM2"
"833",0,1.81731291066888,0.674,0.051,0,"Cardiomyocytes","FHOD3"
"834",0,1.80522704050292,0.914,0.322,0,"Cardiomyocytes","CACNA1C"
"835",0,1.79541385516342,0.744,0.096,0,"Cardiomyocytes","PDZRN3"
"836",0,1.7938073200772,0.659,0.044,0,"Cardiomyocytes","WBSCR17"
"837",0,1.79288698273053,0.68,0.054,0,"Cardiomyocytes","MYOM2"
"838",0,1.78351020157334,0.842,0.174,0,"Cardiomyocytes","PDE4DIP"
"839",0,1.76957083421132,0.718,0.066,0,"Cardiomyocytes","MYOZ2"
"840",0,1.76361969684929,0.664,0.051,0,"Cardiomyocytes","TENM2"
"841",0,1.76360491566937,0.67,0.056,0,"Cardiomyocytes","ACTN2"
"842",0,1.76265860261932,0.671,0.062,0,"Cardiomyocytes","C15orf41"
"843",0,1.76077379480162,0.744,0.111,0,"Cardiomyocytes","PLCXD3"
"844",0,1.74760967797819,0.665,0.052,0,"Cardiomyocytes","PKP2"
"845",0,1.72137695740871,0.897,0.263,0,"Cardiomyocytes","SORBS1"
"846",0,1.7083399271455,0.698,0.082,0,"Cardiomyocytes","PHACTR1"
"847",0,1.70193840776962,0.887,0.294,0,"Cardiomyocytes","ABLIM1"
"848",0,1.69783777178066,0.822,0.211,0,"Cardiomyocytes","LARGE"
"849",0,1.68870906041435,0.605,0.043,0,"Cardiomyocytes","MYO18B"
"850",0,1.68570287386761,0.671,0.068,0,"Cardiomyocytes","PCDH7"
"851",0,1.67261255225656,0.648,0.064,0,"Cardiomyocytes","CCSER1"
"852",0,1.66481202600297,0.61,0.044,0,"Cardiomyocytes","DPF3"
"853",0,1.64151514087255,0.802,0.185,0,"Cardiomyocytes","MAST4"
"854",0,1.63160555840489,0.732,0.131,0,"Cardiomyocytes","ANK2"
"855",0,1.62956599085572,0.636,0.05,0,"Cardiomyocytes","CKMT2"
"856",0,1.62801448801809,0.693,0.162,0,"Cardiomyocytes","IL1RAPL1"
"857",0,1.60762164152046,0.662,0.076,0,"Cardiomyocytes","TACC2"
"858",0,1.60394544017178,0.812,0.202,0,"Cardiomyocytes","CDH13"
"859",0,1.59696821509536,0.596,0.039,0,"Cardiomyocytes","MYH7B"
"860",0,1.57227168896782,0.569,0.034,0,"Cardiomyocytes","RP11-368L12.1"
"861",0,1.57173661687365,0.548,0.031,0,"Cardiomyocytes","SPHKAP"
"862",0,1.55977425952277,0.56,0.051,0,"Cardiomyocytes","MYH6"
"863",0,1.55825665622431,0.916,0.373,0,"Cardiomyocytes","PDE3A"
"864",0,1.54760518227601,0.7,0.104,0,"Cardiomyocytes","RCAN2"
"865",0,1.54586971490266,0.565,0.042,0,"Cardiomyocytes","DPY19L2"
"866",0,1.54162196961264,0.57,0.044,0,"Cardiomyocytes","LRRTM3"
"867",0,1.53768525536641,0.728,0.162,0,"Cardiomyocytes","MYH7"
"868",0,1.52672472942339,0.575,0.044,0,"Cardiomyocytes","PACRG"
"869",0,1.49327730924769,0.572,0.056,0,"Cardiomyocytes","SLC8A1-AS1"
"870",0,1.48869017820131,0.747,0.203,0,"Cardiomyocytes","TTN-AS1"
"871",0,1.4870994617041,0.602,0.052,0,"Cardiomyocytes","NCAM1"
"872",0,1.48451700265387,0.539,0.04,0,"Cardiomyocytes","PPARGC1A"
"873",0,1.46933706767162,0.496,0.037,0,"Cardiomyocytes","RALYL"
"874",0,1.45885965077481,0.679,0.114,0,"Cardiomyocytes","DTNA"
"875",0,1.45161961450509,0.611,0.071,0,"Cardiomyocytes","MITF"
"876",0,1.44406562187766,0.558,0.046,0,"Cardiomyocytes","OBSCN"
"877",0,1.44023783722195,0.515,0.041,0,"Cardiomyocytes","MTUS2"
"878",0,1.43878150811882,0.747,0.182,0,"Cardiomyocytes","PDE7A"
"879",0,1.43788372283181,0.508,0.033,0,"Cardiomyocytes","MYLK3"
"880",0,1.42501194308709,0.508,0.037,0,"Cardiomyocytes","SGCG"
"881",0,1.42334499871087,0.519,0.032,0,"Cardiomyocytes","MYOM3"
"882",0,1.41436404869881,0.713,0.162,0,"Cardiomyocytes","SAMD4A"
"883",0,1.40733425130303,0.461,0.045,0,"Cardiomyocytes","ANKRD1"
"884",0,1.405962726208,0.527,0.04,0,"Cardiomyocytes","LMO7"
"885",0,1.40553457385479,0.505,0.039,0,"Cardiomyocytes","DAPK2"
"886",0,1.40442697918609,0.606,0.071,0,"Cardiomyocytes","EFNA5"
"887",0,1.39118977234716,0.475,0.029,0,"Cardiomyocytes","MYPN"
"888",0,1.39062528340556,0.766,0.215,0,"Cardiomyocytes","FHIT"
"889",0,1.38380470908204,0.507,0.038,0,"Cardiomyocytes","ACOT11"
"890",0,1.38267617171894,0.762,0.207,0,"Cardiomyocytes","PLCL1"
"891",0,1.37673883779894,0.491,0.033,0,"Cardiomyocytes","LRRC2"
"892",0,1.36927270711075,0.716,0.123,0,"Cardiomyocytes","TNNI3"
"893",0,1.36916864687895,0.569,0.066,0,"Cardiomyocytes","ROR1"
"894",0,1.36311536634983,0.461,0.032,0,"Cardiomyocytes","MPP3"
"895",0,1.36042031325176,0.796,0.258,0,"Cardiomyocytes","FILIP1"
"896",0,1.33022945613185,0.745,0.224,0,"Cardiomyocytes","PDK4"
"897",0,1.32972826880618,0.637,0.109,0,"Cardiomyocytes","ATP2A2"
"898",0,1.3254942544256,0.706,0.183,0,"Cardiomyocytes","RBFOX1"
"899",0,1.32087286071404,0.468,0.032,0,"Cardiomyocytes","GAS2"
"900",0,1.31827960468179,0.684,0.161,0,"Cardiomyocytes","SVIL"

